Year	Mo	Da	Ho	Lat	Lon	H	Mw	MwUnc	McModel2
1000	3	29	0	50.183	4.237	NaN	3.73	0.3	0
1003	1	1	0	40.5	43.3	NaN	NaN	NaN	0
1003	3	21	0	37.1	38.8	NaN	6.21	0.5	0
1005	1	1	0	43.463	11.879	NaN	5.2	0.33	0
1005	1	1	0	41.488	13.831	NaN	5.2	0.33	0
1007	1	1	0	40.5	43.3	NaN	NaN	NaN	0
1009	1	1	0	36	-10.7	NaN	NaN	NaN	0
1010	1	1	0	41.008	28.98	NaN	5.44	0.33	0
1010	3	9	0	40.8	28.8	NaN	5.88	0.46	0
1011	1	1	0	39.8	39.5	NaN	NaN	NaN	0
1012	1	1	0	39.1	42.5	NaN	NaN	NaN	0
1013	11	18	0	50.65	5.583	NaN	3.48	0.3	0
1014	1	1	0	45.65	0.15	NaN	5.44	0.3	0
1016	1	1	0	40.66	43.76	NaN	6.09	0.3	0
1019	4	1	0	41.129	14.777	NaN	4.72	0.34	0
1021	5	12	0	48.073	10.576	NaN	3.85	0.3	0
1022	10	3	0	40.5	43.57	NaN	NaN	NaN	0
1024	1	1	0	37.6	-5.3	NaN	NaN	NaN	0
1026	12	4	0	41.008	28.98	NaN	6.24	0.3	0
1031	1	1	0	36.33	43.11	NaN	6.3	0.3	0
1032	8	13	17	41.008	28.98	NaN	5.83	0.33	0
1033	3	6	7	41.008	28.98	NaN	5.02	0.33	0
1035	5	23	0	51.778	9.409	NaN	3.48	0.3	0
1035	5	1	0	41	29	NaN	5.82	0.5	0
1036	1	1	0	40.5	43.57	NaN	NaN	NaN	0
1037	11	2	0	41.008	28.98	NaN	NaN	NaN	0
1037	12	18	4	37.1	38.8	NaN	5.82	0.5	0
1038	1	1	0	41.008	28.98	NaN	4.86	0.33	0
1040	2	2	0	38.416	27.137	NaN	6.52	0.33	0
1041	6	10	17	41.008	28.98	NaN	5.16	0.33	0
1043	1	1	0	40.8	43.8	NaN	NaN	NaN	0
1044	4	19	9	41.129	14.777	NaN	4.72	0.34	0
1045	1	1	0	39.75	39.5	NaN	6.77	0.5	0
1046	1	1	0	40.5	43.5	NaN	6.21	0.5	0
1046	11	9	0	46.166	11.106	NaN	NaN	NaN	0
1048	1	1	0	38.037	-1.036	NaN	5.49	0.41	0
1048	10	13	0	48.494	11.393	NaN	3.48	0.3	0
1050	8	4	0	40.65	35.85	NaN	6.21	0.5	0
1053	1	1	0	36.25	36.1	NaN	6.21	0.5	0
1056	1	1	0	38.4	27.15	NaN	NaN	NaN	0
1058	1	1	0	36.3	43.1	NaN	6.21	0.5	0
1058	12	2	0	36.33	43.11	NaN	6.9	0.3	1
1063	2	19	0	41	29	NaN	NaN	NaN	0
1064	1	1	0	40.5	43.57	NaN	NaN	NaN	0
1063	9	23	0	40.867	27.411	NaN	7.14	0.3	0
1065	1	1	0	40.433	29.728	NaN	6.72	0.33	0
1065	3	27	11	45.544	10.214	NaN	5.3	0.33	0
1065	3	27	16	45.55	10.217	NaN	NaN	NaN	0
1068	1	1	0	39.75	39.5	NaN	NaN	NaN	0
1072	1	1	0	36.35	36.1	NaN	NaN	NaN	0
1075	1	1	0	40.6	34.95	NaN	NaN	NaN	0
1076	4	22	0	48.317	3.133	NaN	3.48	0.3	0
1079	7	17	0	47.6	3.217	NaN	3.48	0.3	0
1079	9	1	0	37.387	-5.991	NaN	5.11	0.3	0
1080	12	1	0	50	8.267	NaN	5.44	0.3	0
1081	3	27	0	50.654	4.568	NaN	3.65	0.3	0
1083	3	21	0	47.025	-0.1	NaN	3.48	0.3	0
1087	9	10	0	41.128	16.864	NaN	4.96	0.34	0
1088	5	11	0	50	8.267	NaN	3.48	0.3	0
1088	8	16	0	41.4	43.4	NaN	6.2	0.3	0
1089	8	11	0	51.96	-2.87	NaN	NaN	NaN	0
1090	12	6	10	40.8	28.8	NaN	6.26	0.46	0
1091	1	27	0	41.895	12.482	NaN	5.14	0.34	0
1091	11	2	0	48.8	-1.6	NaN	3.48	0.3	0
1091	9	1	0	36.25	36.1	NaN	5.82	0.5	0
1092	6	26	0	48	21	NaN	5.77	0.5	0
1094	1	14	0	41.129	14.777	NaN	4.72	0.34	0
1098	10	4	0	47.025	-0.1	NaN	3.48	0.3	0
1104	1	1	0	40.6	43.1	NaN	NaN	NaN	0
1107	2	12	3	45.7	26.6	150	7.1	0.3	0
1111	1	1	0	38.5	43.5	NaN	6.21	0.5	0
1112	4	20	0	50.767	6.1	NaN	3.48	0.3	0
1114	8	10	0	36.5	35.5	NaN	6.77	0.5	0
1114	11	29	0	37.6	36.9	NaN	6.21	0.5	0
1117	1	3	15	45.309	11.023	NaN	6.67	0.3	0
1117	1	3	0	48.01	9.43	NaN	NaN	NaN	0
1117	1	3	15	43.797	10.413	NaN	NaN	NaN	0
1119	9	28	0	52.4	-2.5	NaN	NaN	NaN	0
1120	3	25	0	41.377	13.917	NaN	5.72	0.31	0
1121	12	10	0	50.667	5.4	NaN	3.48	0.3	0
1122	10	1	0	45.7	26.6	150	6.2	0.3	0
1125	6	7	11	37.082	15.285	NaN	5.8	0.3	0
1125	10	11	0	41.599	14.997	NaN	5.6	0.31	0
1126	8	8	0	45.7	26.6	150	7.1	0.3	0
1127	3	25	0	47.767	8.133	NaN	3.48	0.3	0
1127	4	13	0	48.694	13.851	NaN	3.48	0.3	0
1128	6	29	0	48.364	9.132	NaN	3.48	0.3	0
1130	2	12	0	36.2	43.1	NaN	NaN	NaN	0
1131	11	28	0	40.5	43.57	NaN	6.2	0.3	0
1133	8	4	0	51.59	-2.1	10	3	0.3	0
1134	1	12	0	47.767	8.133	NaN	3.48	0.3	0
1137	10	1	0	36.33	43.11	NaN	6.6	0.3	1
1139	1	1	0	40.5	45	NaN	6.21	0.5	0
1139	1	22	0	41.129	14.777	NaN	4.54	0.3	0
1141	4	24	0	50.767	6.1	NaN	3.48	0.3	0
1142	1	7	0	49.483	0.933	10	4.24	0.62	0
1143	11	26	0	40.183	29.067	NaN	6.07	0.3	0
1146	1	1	0	38.7	-9.2	NaN	4.46	0.5	0
1151	1	1	0	40.6	43.1	NaN	6.21	0.5	0
1148	1	1	0	43.777	11.249	NaN	5.15	0.33	0
1155	1	18	0	46.433	4.667	NaN	5.44	0.3	0
1160	10	15	0	41.747	13.215	NaN	5.14	0.34	0
1161	1	1	0	39.75	39.5	NaN	NaN	NaN	0
1161	1	16	6	41.568	13.334	NaN	5.14	0.34	0
1162	1	1	0	41.008	28.98	NaN	NaN	NaN	0
1165	1	25	0	52.4	0.27	NaN	NaN	NaN	0
1167	1	20	0	50.933	6.95	NaN	3.48	0.3	0
1168	1	1	0	39.75	39.5	NaN	6.21	0.5	0
1168	1	10	0	43.716	10.401	NaN	4.54	0.3	0
1169	1	1	0	37.964	-4.414	NaN	5.85	0.33	0
1169	2	4	7	37.215	14.949	NaN	6.46	0.33	1
1169	10	9	0	47.467	-0.55	NaN	4.79	0.3	0
1170	5	9	0	41.568	13.334	NaN	5.57	0.31	0
1172	9	26	13	38.187	15.549	NaN	5.57	0.34	0
1178	4	15	0	44.2	15.1	NaN	5.14	0.5	0
1179	8	1	0	50.829	5.808	NaN	3.7	0.3	0
1182	8	15	0	44.419	8.898	NaN	4.75	0.32	0
1183	1	1	0	34.75	32.4	NaN	6.77	0.5	0
1183	12	1	0	45.438	10.994	NaN	4.93	0.34	0
1184	5	24	0	39.395	16.194	NaN	6.56	0.3	0
1185	4	15	0	53.111	-0.781	10	4.29	0.47	0
1187	1	1	0	40.66	45	NaN	6.2	0.3	0
1189	2	28	0	49.473	6.552	NaN	3.48	0.3	0
1190	6	1	0	37.15	33.2	NaN	6.21	0.5	0
1190	9	1	0	36.25	36.1	NaN	NaN	NaN	0
1194	1	1	0	44.068	12.078	NaN	4.99	0.33	0
1196	1	1	0	43.932	10.913	NaN	4.75	0.32	0
1196	2	13	7	45.7	26.6	150	7.5	0.3	0
1197	1	1	0	45.55	10.22	NaN	5.03	0.33	0
1197	1	1	0	41.008	28.98	NaN	NaN	NaN	0
1198	1	1	0	40.817	14.167	NaN	5.17	0.3	0
1201	5	4	0	47.224	14.377	8	5.83	0.39	0
1201	5	22	0	50.95	-2.72	10	3.5	0.3	0
1204	1	1	0	40.52	22.2	NaN	6.55	0.33	0
1205	1	1	0	38.7	35.5	NaN	NaN	NaN	0
1208	2	14	0	38.7	42.5	NaN	6.8	0.3	0
1208	6	13	0	46.983	-0.217	NaN	3.48	0.3	0
1209	1	1	0	42.167	14	NaN	NaN	NaN	0
1212	1	1	0	36.25	36.1	NaN	NaN	NaN	0
1214	8	29	0	50.35	7.6	NaN	NaN	NaN	0
1214	12	20	0	49.308	0.358	NaN	3.48	0.3	0
1216	3	3	0	45.833	1.267	NaN	4.79	0.3	0
1217	1	8	0	44.419	8.898	NaN	4.54	0.3	0
1222	1	1	0	36.74	37.1	NaN	NaN	NaN	0
1222	5	11	6	34.5	32.5	NaN	6.8	0.3	0
1222	12	25	12	45.313	10.697	NaN	5.95	0.47	0
1223	1	1	0	41.874	15.981	NaN	5.84	0.32	0
1223	1	8	0	46.5	25	NaN	NaN	NaN	0
1223	1	11	0	50.867	6.934	NaN	4.87	0.33	0
1225	3	4	0	36.33	43.11	NaN	6	0.3	0
1225	10	27	0	53.401	6.016	NaN	4.79	0.3	0
1226	11	18	0	36.33	43.11	NaN	NaN	NaN	0
1230	4	5	0	38.108	15.647	NaN	4.54	0.3	0
1230	5	10	7	45.7	26.6	150	7.3	0.3	0
1231	3	11	0	40.783	28.8	NaN	6.81	0.39	0
1231	6	1	11	41.488	13.831	NaN	5.35	0.31	0
1234	3	20	0	44.836	11.618	NaN	5.15	0.33	0
1236	1	1	0	39.75	39.5	NaN	5.82	0.5	0
1237	9	16	0	41.008	28.98	NaN	NaN	NaN	0
1237	9	16	0	48.379	11.297	NaN	3.66	0.3	0
1239	9	18	0	47.552	7.19	NaN	3.48	0.3	0
1241	9	23	0	49.183	-0.367	10	4.24	0.62	0
1242	10	24	0	45.549	11.549	NaN	4.51	0.34	0
1246	1	1	0	42.732	12.736	NaN	5.36	0.33	0
1246	1	1	0	35.4	23.3	NaN	7	0.5	0
1246	1	1	0	38.4	42.3	NaN	6.2	0.3	0
1247	2	13	0	51.49	-0.124	10	4	0.3	0
1247	2	20	0	53.125	-5.376	20	5.87	0.47	0
1248	12	23	0	51.2	-2.66	10	4	0.3	0
1249	8	16	0	48.754	10.334	NaN	3.48	0.3	0
1249	9	1	0	44.647	10.925	NaN	5.11	0.34	0
1250	1	1	0	38.377	22.384	NaN	6.6	0.3	0
1254	10	14	0	40	39	NaN	6.21	0.5	0
1255	11	17	10	38.187	15.549	NaN	4.93	0.34	0
1258	2	19	16	41.756	13.992	NaN	NaN	NaN	0
1258	3	1	0	38.824	-0.605	NaN	5.9	0.41	0
1259	1	31	0	50.114	17.405	NaN	4.14	0.36	0
1261	1	1	0	41.4	43.2	NaN	6.2	0.3	0
1262	1	1	0	36.33	43.11	NaN	6.3	0.3	0
1265	8	11	0	40.63	27.63	NaN	6.07	0.33	0
1267	5	8	0	47.505	15.449	8	5.09	0.39	0
1268	1	1	0	37.35	35.8	NaN	6.77	0.5	0
1268	1	1	0	39.75	40.4	NaN	6.77	0.5	0
1268	11	4	0	45.735	12.079	NaN	5.36	0.33	0
1269	6	17	0	43.591	12.074	NaN	5.35	0.34	0
1269	9	1	0	43.558	13.565	NaN	5.58	0.31	0
1270	1	1	0	43.57	12.141	NaN	5.36	0.33	0
1270	3	1	0	41.314	19.446	NaN	6.69	0.33	0
1273	12	18	0	40.638	15.805	NaN	5.8	0.3	0
1275	9	11	0	51.157	-2.603	7	5.1	0.39	0
1275	10	3	0	38.82	42.63	NaN	7.1	0.3	0
1275	11	2	0	40.743	13.942	NaN	5.78	0.34	0
1276	5	22	0	42.721	12.091	NaN	5.57	0.34	0
1276	7	29	18	45.085	9.558	NaN	4.76	0.3	0
1277	1	1	0	42.732	12.736	NaN	5.57	0.31	0
1278	2	25	0	39.624	19.92	NaN	6.6	0.3	0
1279	4	24	17	45.93	13.4	NaN	5.37	0.3	0
1279	4	30	0	44.129	11.922	NaN	5.55	0.68	0
1279	4	30	18	43.093	12.872	NaN	6.32	0.34	0
1280	1	1	0	40.855	14.26	NaN	NaN	NaN	0
1280	1	25	0	44.817	10.682	NaN	4.51	0.34	0
1280	4	5	0	44.133	15.22	NaN	4.72	0.39	0
1281	1	1	0	39.75	39.5	NaN	5.42	0.5	0
1281	1	1	0	38.82	42.63	NaN	NaN	NaN	0
1283	4	17	0	41.6	43	NaN	6.8	0.3	0
1284	1	17	15	45.438	12.335	NaN	4.99	0.32	0
1285	12	13	0	44.836	11.618	NaN	5.11	0.34	0
1286	8	30	12	47.65	-2.767	NaN	NaN	NaN	0
1287	1	1	0	42.88	11.678	NaN	4.96	0.34	0
1287	1	1	0	35.6	35.75	NaN	6.21	0.5	0
1287	4	11	0	45.136	10.024	NaN	NaN	NaN	0
1287	5	8	0	39.75	39.5	NaN	6.21	0.5	0
1289	1	1	0	39.75	39.5	NaN	5.82	0.5	0
1289	9	24	0	48.583	7.75	NaN	4.38	0.33	0
1290	1	1	0	35.6	35.75	NaN	5.42	0.5	0
1290	1	1	0	39.75	39.5	NaN	5.42	0.5	0
1290	1	1	0	38.7	-9.2	NaN	4.46	0.5	0
1291	2	14	0	48.992	0.05	NaN	3.48	0.3	0
1293	3	1	0	43.932	10.913	NaN	5.57	0.31	0
1293	9	4	0	41.304	14.548	NaN	5.81	0.3	0
1294	1	1	0	41.597	15.691	NaN	NaN	NaN	0
1295	4	3	0	48	8	NaN	NaN	NaN	0
1295	9	1	3	37.5	14	NaN	NaN	NaN	0
1295	9	3	0	46.78	9.54	NaN	6.21	0.36	1
1296	6	1	20	40.8	29	NaN	6.02	0.46	0
1296	7	17	21	39.089	27.432	NaN	6.91	0.33	0
1298	11	30	0	42.404	12.867	NaN	4.51	0.34	0
1298	12	1	0	42.576	12.903	NaN	6.13	0.3	0
1299	1	4	0	51.995	-0.219	20	4.37	0.3	0
1300	1	1	0	37.9	22.9	NaN	6	0.5	0
1301	6	11	4	46.093	13.431	NaN	4.3	0.34	0
1302	2	19	6	43	0.167	NaN	NaN	NaN	0
1303	8	1	0	43	17	NaN	NaN	NaN	0
1303	8	8	3	35.717	25.797	NaN	8.26	0.3	0
1304	12	18	2	45.352	8.954	NaN	4.51	0.34	0
1304	10	23	0	45.01	10.149	NaN	4.99	0.3	0
1305	1	1	0	41	29	NaN	NaN	NaN	0
1306	7	1	0	43.843	10.505	NaN	4.75	0.32	0
1308	1	25	17	44.059	12.567	NaN	5.36	0.33	0
1308	1	1	0	39.75	39.5	NaN	NaN	NaN	0
1309	2	22	5	36	-11	NaN	7	0.5	0
1310	1	1	0	38.25	15.667	NaN	5.17	0.3	0
1311	1	1	0	44.885	7.327	NaN	4.36	0.3	0
1315	9	29	0	41.008	28.98	NaN	NaN	NaN	0
1315	12	3	0	42.356	13.396	NaN	5.99	0.32	0
1316	9	10	0	48.38	1.803	NaN	3.74	0.3	0
1318	1	1	0	41.8	44.6	NaN	6.21	0.5	0
1318	9	21	0	38.7	-9.2	NaN	4.79	0.5	0
1319	1	1	0	39.5	43.9	NaN	6.3	0.3	0
1319	1	1	0	40.52	43.57	NaN	6.1	0.3	0
1320	12	16	0	43.321	11.328	NaN	5.15	0.33	0
1321	1	1	0	38.319	23.317	NaN	6.52	0.33	0
1321	12	9	7	38.7	-9.2	NaN	4.79	0.5	0
1322	1	1	0	43.716	10.401	NaN	4.54	0.3	0
1323	1	1	0	45.2	14.7	NaN	5.99	0.5	1
1323	2	25	19	44.573	11.133	NaN	4.38	0.3	0
1323	6	30	0	37.833	15	NaN	4.43	0.3	0
1325	5	21	0	43.777	11.249	NaN	4.54	0.3	0
1326	1	1	0	50.8	12.2	NaN	4.79	0.5	0
1327	1	1	0	45.7	26.6	150	7.3	0.3	0
1327	5	12	0	40.12	28.22	NaN	5.65	0.33	0
1328	12	1	0	42.857	13.018	NaN	6.41	0.4	0
1329	6	28	22	37.75	15	NaN	NaN	NaN	0
1332	1	17	18	41.008	28.98	NaN	5.32	0.33	0
1332	2	12	0	50.8	12.2	NaN	4.13	0.5	0
1334	12	4	0	45.438	10.994	NaN	4.86	0.3	0
1335	12	29	8	45.267	0.684	NaN	4.14	0.3	0
1339	11	16	14	44.836	11.618	NaN	4.72	0.34	0
1343	3	28	0	53.464	-0.444	8	3.9	0.3	0
1343	6	30	0	44	15	NaN	5.99	0.5	1
1343	10	18	0	40.904	28.165	NaN	6.62	0.3	0
1343	10	18	16	41.05	29.667	NaN	NaN	NaN	0
1344	1	1	0	38.714	-9.138	NaN	NaN	NaN	0
1344	11	6	8	40.801	27.58	NaN	6.96	0.34	0
1345	1	31	0	44.81	10.564	NaN	4.54	0.3	0
1345	9	12	0	43.777	11.249	NaN	4.75	0.32	0
1345	12	22	0	43.777	11.249	NaN	4.75	0.32	0
1346	2	22	11	44.836	11.618	NaN	5.31	0.32	0
1347	11	28	7	41.9	-6.7	NaN	4.46	0.5	0
1348	1	25	15	46.579	13.54	NaN	6.99	0.3	1
1348	9	13	0	41.925	13.095	NaN	5.57	0.34	0
1349	1	22	18	41.594	14.231	NaN	4.51	0.34	0
1349	3	27	0	53.85	-0.33	10	3.5	0.3	0
1349	9	9	0	42.27	13.118	NaN	6.53	0.3	1
1349	9	9	0	42.021	13.971	NaN	NaN	NaN	0
1349	9	9	8	42.511	11.932	NaN	NaN	NaN	0
1349	9	9	8	41.577	13.923	NaN	6.78	0.3	1
1352	1	25	0	37.502	15.087	NaN	5.35	0.34	0
1352	12	25	0	43.469	12.127	NaN	6.33	0.49	0
1353	4	22	0	40.994	15.653	NaN	NaN	NaN	0
1354	3	1	17	40.525	26.846	NaN	7.06	0.33	0
1355	1	1	0	35.6	35.75	NaN	5.42	0.5	0
1356	1	1	0	39.75	39.5	NaN	5.42	0.5	0
1356	8	24	0	36	-10.7	NaN	7.5	0.5	0
1356	10	18	12	47.55	7.6	NaN	3.71	0.59	0
1356	10	18	13	47.55	7.6	NaN	3.9	0.67	0
1356	10	18	14	47.55	7.6	NaN	3.9	0.67	0
1356	10	18	17	47.55	7.6	NaN	5.33	0.59	0
1356	10	18	21	47.47	7.6	NaN	6.48	0.43	1
1356	10	19	0	47.55	7.6	NaN	3.71	0.59	0
1356	11	1	0	47.55	7.6	NaN	3.9	0.67	0
1357	5	5	4	47.67	9.18	NaN	3.9	0.67	0
1357	5	9	16	49.292	8.009	NaN	4.71	0.71	0
1357	5	14	0	37.638	-5.383	NaN	6.1	0.3	1
1358	1	1	0	43.57	12.141	NaN	4.96	0.34	0
1361	7	17	17	41.205	15.561	NaN	6.16	0.32	0
1361	12	27	0	43.321	11.328	NaN	4.96	0.34	0
1363	6	24	0	47.82	7.11	NaN	NaN	NaN	0
1363	1	1	0	38.7	41.6	NaN	7	0.3	0
1364	5	11	0	48.2	7.425	NaN	3.15	0.3	0
1364	8	1	0	46.083	13.45	NaN	4.83	0.3	0
1365	3	4	0	45.338	12.018	NaN	4.8	0.3	0
1365	7	25	18	44.498	11.34	NaN	5.27	0.34	0
1365	9	21	5	45.438	10.994	NaN	4.54	0.3	0
1366	1	1	0	39.75	39.5	NaN	NaN	NaN	0
1366	4	30	0	36.43	28.23	NaN	6.75	0.33	0
1366	5	24	0	50.8	12.2	NaN	5.44	0.5	0
1366	6	1	0	40	24.6	NaN	6.6	0.5	0
1367	1	1	0	41.54	13.867	NaN	5.15	0.33	0
1369	2	1	0	44.913	8.615	NaN	5.11	0.34	0
1372	6	1	5	47.733	7.294	NaN	5.17	0.3	0
1373	1	1	0	45.549	11.549	NaN	4.51	0.34	0
1373	3	1	8	45.438	12.335	NaN	4.3	0.34	0
1373	3	3	2	42.306	1.376	NaN	5.95	0.3	1
1373	3	19	18	42.633	0.684	NaN	3.95	0.5	0
1373	4	1	0	45.549	11.549	NaN	4.51	0.34	0
1374	12	8	0	39.75	39.5	NaN	6.21	0.5	0
1376	3	12	1	45.549	11.549	NaN	4.93	0.34	0
1376	3	15	0	45.549	11.549	NaN	4.51	0.34	0
1377	11	14	0	38.675	15.899	NaN	5.35	0.34	0
1380	1	1	0	41.119	20.091	NaN	6.07	0.33	0
1382	5	21	14	51.333	2	10	5.44	0.58	0
1382	5	24	0	51.321	1.655	NaN	3.83	0.3	0
1383	7	24	20	45.058	9.915	NaN	4.38	0.3	0
1383	8	4	0	44.217	12.049	NaN	5.36	0.33	0
1384	8	6	0	39.1	26.55	NaN	6.65	0.33	0
1386	1	1	0	44.2	17.7	NaN	5.99	0.5	0
1386	3	17	0	40.855	14.26	NaN	5.35	0.34	0
1387	3	5	5	44.112	15.229	NaN	4.67	0.39	0
1389	3	20	12	38.258	26.538	NaN	6.62	0.33	0
1389	4	1	0	43.837	13.018	NaN	5.15	0.33	0
1389	8	20	13	46.406	13.197	NaN	5.18	0.32	0
1389	10	18	0	43.527	12.299	NaN	5.99	0.32	0
1390	12	5	1	44.112	15.229	NaN	4.67	0.39	0
1392	1	28	0	46.146	12.222	NaN	4.28	0.32	0
1393	6	15	0	43.996	11.912	NaN	5.15	0.33	0
1394	4	22	11	47.37	8.54	NaN	NaN	NaN	0
1395	6	11	0	50.792	6.267	NaN	4.13	0.3	0
1395	10	1	0	40.708	22.487	NaN	6.23	0.33	0
1395	11	30	0	40.636	22.944	NaN	NaN	NaN	0
1396	1	1	0	38.367	26.133	NaN	5.89	0.3	0
1396	11	26	0	45.584	9.274	NaN	5.36	0.33	0
1396	12	18	12	39.172	-0.304	NaN	6	0.43	1
1397	4	28	0	40.2	24.3	NaN	5.36	0.3	0
1397	4	29	0	40.2	24.3	NaN	5.36	0.3	0
1397	5	26	23	43.783	4.733	10	4.17	0.55	0
1397	6	17	0	40.2	24.3	NaN	5.36	0.3	0
1398	4	3	0	42.333	13.5	NaN	4.83	0.3	0
1399	7	20	23	44.442	10.925	NaN	5.36	0.31	0
1399	10	21	15	44.112	15.229	NaN	4.93	0.34	0
1399	11	6	15	44.112	15.229	NaN	4.88	0.39	0
1400	1	1	0	40.183	29.067	NaN	6.42	0.3	0
1401	6	29	9	46.146	12.222	NaN	4.43	0.32	0
1402	1	1	0	45.438	10.994	NaN	4.75	0.32	0
1402	6	1	0	38.168	22.272	NaN	6.66	0.35	0
1402	7	28	0	41.008	28.98	NaN	NaN	NaN	0
1403	1	12	5	46.146	12.222	NaN	4.72	0.34	0
1403	1	29	18	46.146	12.222	NaN	3.87	0.34	0
1403	9	6	0	46.093	13.431	NaN	5.57	0.34	1
1404	2	20	0	35.7	36.2	30	7.34	0.3	0
1404	2	1	21	46.146	12.222	NaN	4.52	0.33	0
1405	6	26	13	46.083	12.064	NaN	4.3	0.34	0
1406	1	1	0	37.248	-1.868	NaN	5.62	0.41	1
1406	5	28	21	46.146	12.222	NaN	4.22	0.3	0
1406	9	16	2	40.833	14.25	NaN	4.83	0.3	0
1407	4	9	0	36	36	NaN	NaN	NaN	0
1407	6	25	0	44.112	15.229	NaN	4.72	0.34	0
1408	1	3	16	44.498	11.34	NaN	4.09	0.34	0
1408	12	29	0	35.8	36.1	25	7.34	0.3	0
1409	8	17	0	44.836	11.618	NaN	4.72	0.34	0
1409	8	24	0	52.1	11.4	NaN	4.2	0.3	0
1409	11	15	11	44.801	10.329	NaN	5.06	0.32	0
1410	5	9	22	44.836	11.618	NaN	4.96	0.34	0
1410	6	10	21	45.438	10.994	NaN	NaN	NaN	0
1411	1	9	2	44.836	11.618	NaN	5.14	0.34	0
1411	7	1	6	46.146	12.222	NaN	4.22	0.3	0
1414	1	1	0	41.882	16.18	NaN	5.8	0.3	0
1414	8	7	0	43.271	11.118	NaN	5.62	0.59	0
1415	1	1	0	40.65	35.85	NaN	5.82	0.5	0
1417	8	20	0	38.4	23.8	NaN	6.4	0.5	0
1418	3	7	0	43.95	15.567	NaN	5.68	0.39	0
1419	3	15	0	40.183	29.067	NaN	6.65	0.33	1
1419	3	26	0	39.75	39.5	NaN	6.21	0.5	0
1419	5	25	0	41.008	28.98	NaN	NaN	NaN	0
1420	1	1	0	43.321	11.328	NaN	4.54	0.3	0
1420	7	1	0	40.636	22.944	NaN	6.45	0.33	0
1421	1	21	0	37.3	22.767	NaN	NaN	NaN	0
1421	9	18	0	38.42	23.82	NaN	NaN	NaN	0
1422	4	13	0	36.993	21.958	NaN	6.42	0.3	0
1423	11	10	0	42.333	13.5	NaN	4.83	0.3	0
1424	10	20	22	44.167	11.917	NaN	4.83	0.3	0
1425	8	10	19	44.833	11.667	NaN	4.83	0.3	0
1426	1	1	0	43.777	11.249	NaN	4.54	0.3	0
1427	3	13	11	42.01	2.604	NaN	4.8	0.3	0
1427	3	14	12	42.01	2.604	NaN	4.5	0.36	0
1427	3	15	23	42.01	2.604	NaN	4.45	0.36	0
1427	3	19	21	41.971	2.606	NaN	5.55	0.42	1
1427	4	22	22	41.986	2.705	NaN	4.59	0.31	0
1427	5	15	15	42.162	2.447	NaN	5.47	0.33	0
1427	6	12	0	41.984	2.821	NaN	4.26	0.37	0
1427	6	14	8	41.884	2.792	NaN	5.04	0.52	0
1428	2	2	0	45.05	3.883	NaN	4.79	0.3	0
1428	2	2	8	42.275	2.322	NaN	6.04	0.39	1
1428	5	1	0	47.217	-1.55	NaN	4.46	0.3	0
1428	5	1	0	36.809	21.832	NaN	6.42	0.3	0
1428	7	3	5	44.146	12.048	NaN	5.48	0.62	0
1429	11	10	16	38.187	15.549	NaN	4.93	0.34	0
1430	1	11	0	42.42	2.204	NaN	4.01	0.37	0
1430	3	26	0	40.636	22.944	NaN	5.52	0.33	0
1431	4	24	14	37.125	-3.626	NaN	6.11	0.3	1
1431	7	1	0	37.125	-3.626	NaN	NaN	NaN	0
1433	1	1	0	39.75	39.5	NaN	5.42	0.5	0
1433	5	4	8	44.498	11.34	NaN	4.96	0.31	0
1436	3	1	0	43.321	11.328	NaN	4.96	0.34	0
1437	9	4	0	40.619	27.665	NaN	5.72	0.33	0
1438	2	2	12	41.787	12.677	NaN	5.35	0.34	0
1438	6	11	2	44.844	10.239	NaN	5.58	0.31	1
1441	1	1	0	38.35	42.1	NaN	6.21	0.5	0
1442	1	26	0	47.467	-0.55	NaN	4.46	0.3	0
1443	1	1	0	41	29	NaN	NaN	NaN	0
1443	6	5	0	48.739	18.972	NaN	5.7	0.49	0
1444	1	1	0	37.75	15	NaN	4.2	0.3	0
1444	8	4	0	46.25	20.15	NaN	NaN	NaN	0
1444	8	25	0	41.923	19.201	NaN	5.78	0.39	0
1444	11	1	0	43.5	27.5	NaN	NaN	NaN	0
1444	11	30	3	47.56	7.59	NaN	NaN	NaN	0
1445	3	21	13	45.438	10.994	NaN	4.54	0.3	0
1446	10	10	4	45.7	26.6	150	7.5	0.3	0
1448	1	1	0	38.25	15.5	NaN	4.83	0.3	0
1448	5	24	0	43.833	4.367	NaN	3.95	0.31	0
1448	5	25	1	41.642	2.172	NaN	5.18	0.3	0
1449	1	1	0	44.885	7.327	NaN	3.98	0.3	0
1449	4	23	0	51.212	2.3	NaN	3.99	0.3	0
1449	10	16	0	43.234	11.56	NaN	4.93	0.34	0
1450	1	1	0	38.25	14.75	NaN	4.83	0.3	0
1450	1	1	0	42.7	23.3	NaN	NaN	NaN	0
1450	1	1	0	45.883	3.117	10	4.96	0.6	0
1450	9	16	10	42.7	2.9	NaN	4.58	0.37	0
1453	9	28	22	43.785	11.284	NaN	5.31	0.62	0
1454	9	14	22	47.55	7.6	NaN	3.71	0.59	0
1455	2	3	20	46.11	12.899	NaN	NaN	NaN	0
1455	2	6	0	44.333	11.183	NaN	NaN	NaN	0
1455	12	20	20	44.333	11.183	NaN	NaN	NaN	0
